scientific_name,family,state,data_sources,flower_Jan,flower_Feb,flower_Mar,flower_Apr,flower_May,flower_Jun,flower_Jul,flower_Aug,flower_Sep,flower_Oct,flower_Nov,flower_Dec,seed_Jan,seed_Feb,seed_Mar,seed_Apr,seed_May,seed_Jun,seed_Jul,seed_Aug,seed_Sep,seed_Oct,seed_Nov,seed_Dec,common_name,Err:508
Euphorbia drummondii Boiss.,Euphorbiaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia exigua L.,Euphorbiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia falcata L.,Euphorbiaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia ferdinandi Baill. var. ferdinandi,Euphorbiaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia ferdinandi Baill.,Euphorbiaceae,Australia,austraits,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia helioscopia L.,Euphorbiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia heterophylla L.,Euphorbiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia hirta L.,Euphorbiaceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia hyssopifolia L.,Euphorbiaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia inappendiculata Domin,Euphorbiaceae,Australia,austraits,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia inappendiculata var. queenslandica Domin,Euphorbiaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia kimberleyensis B.G.Thomson,Euphorbiaceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia laciniloba Halford & W.K.Harris,Euphorbiaceae,Australia,austraits,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia lathyris L.,Euphorbiaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia maconochieana B.G.Thomson,Euphorbiaceae,Australia,austraits,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia maculata L.,Euphorbiaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia marginata Pursh,Euphorbiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia mitchelliana Boiss.,Euphorbiaceae,Australia,austraits,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia muelleri Boiss.,Euphorbiaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia multifaria Halford & W.K.Harris,Euphorbiaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia myrtoides Boiss.,Euphorbiaceae,Australia,austraits,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia norfolkiana Boiss.,Euphorbiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia oblongata Griseb.,Euphorbiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia ophthalmica Pers.,Euphorbiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia pallens Dillwyn,Euphorbiaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(No common name found),
Euphorbia papillata Halford & W.K.Harris var. papillata,Euphorbiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia papillifolia var. polyandra Halford & W.K.Harris,Euphorbiaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia paralias L.,Euphorbiaceae,Australia,austraits,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia parvicaruncula D.C.Hassall,Euphorbiaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia peplus L.,Euphorbiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia planitiicola D.C.Hassall,Euphorbiaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia platyphyllos L.,Euphorbiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia plumerioides Teijsm. ex Hassk.,Euphorbiaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,(No common name found),
Euphorbia porcata Halford & W.K.Harris,Euphorbiaceae,Australia,austraits,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia prostrata Aiton,Euphorbiaceae,Australia,austraits,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia psammogeton P.S.Green,Euphorbiaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia sarcostemmoides J.H.Willis,Euphorbiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia schizolepis F.Muell. ex Boiss.,Euphorbiaceae,Australia,austraits,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,(No common name found),
Euphorbia schultzii Benth.,Euphorbiaceae,Australia,austraits,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,(No common name found),
Euphorbia segetalis L.,Euphorbiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia serpens Kunth,Euphorbiaceae,Australia,austraits,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia stevenii F.M.Bailey,Euphorbiaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia tannensis Spreng. subsp. tannensis,Euphorbiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia tannensis Spreng.,Euphorbiaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,(No common name found),
Euphorbia tannensis subsp. eremophila (A.Cunn.) D.C.Hassall,Euphorbiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia terracina L.,Euphorbiaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia trigonosperma Halford & W.K.Harris,Euphorbiaceae,Australia,austraits,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphorbia wheeleri Baill.,Euphorbiaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia alsa F.Muell.,Scrophulariaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia amphisysepala W.R.Barker,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia arguta R.Br.,Scrophulariaceae,Australia,austraits,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia bella S.T.Blake,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia bowdeniae W.R.Barker,Scrophulariaceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia caudata (J.H.Willis) W.R.Barker,Scrophulariaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia ciliolata W.R.Barker,Scrophulariaceae,Australia,austraits,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia collina R.Br. subsp. collina,Scrophulariaceae,Australia,austraits,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia collina R.Br.,Scrophulariaceae,Australia,austraits,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia collina subsp. Mt Wellington (A.C.Beauglehole 41150) Vic. Herbarium,Scrophulariaceae,Australia,austraits,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia collina subsp. Northwest Tasmania (A.Visou 216) Tas. Herbarium,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia collina subsp. deflexifolia (Gand.) W.R.Barker,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia collina subsp. diemenica (Spreng.) W.R.Barker,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia collina subsp. diversicolor W.R.Barker,Scrophulariaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia collina subsp. glacialis (Wettst.) W.R.Barker,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia collina subsp. lapidosa W.R.Barker,Scrophulariaceae,Australia,austraits,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia collina subsp. muelleri (Wettst.) W.R.Barker,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia collina subsp. nandewarensis W.R.Barker,Scrophulariaceae,Australia,austraits,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia collina subsp. osbornii W.R.Barker,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia collina subsp. paludosa (R.Br.) W.R.Barker,Scrophulariaceae,Australia,austraits,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia collina subsp. speciosa (R.Br.) W.R.Barker,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia collina subsp. tetragona (R.Br.) W.R.Barker,Scrophulariaceae,Australia,austraits,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia collina subsp. trichocalycina (Gand.) W.R.Barker,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia crassiuscula Gand. subsp. crassiuscula,Scrophulariaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia crassiuscula Gand.,Scrophulariaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia crassiuscula subsp. eglandulosa (J.H.Willis) W.R.Barker,Scrophulariaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia crassiuscula subsp. glandulifera W.R.Barker,Scrophulariaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia eichleri W.R.Barker,Scrophulariaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia fragosa W.R.Barker,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia gibbsiae Du Rietz,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia gibbsiae subsp. psilantherea (F.Muell.) W.R.Barker,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia gibbsiae subsp. subglabrifolia (Du Rietz) W.R.Barker,Scrophulariaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia hookeri Wettst.,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia lasianthera W.R.Barker,Scrophulariaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia orthocheila W.R.Barker subsp. orthocheila,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia orthocheila W.R.Barker,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia orthocheila subsp. peraspera W.R.Barker,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia phragmostoma W.R.Barker,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia ramulosa W.R.Barker,Scrophulariaceae,Australia,austraits,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia ruptura W.R.Barker,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia scabra R.Br.,Scrophulariaceae,Australia,austraits,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia semipicta W.R.Barker,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.) W.R.Barker,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euphrasia striata R.Br.,Scrophulariaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca aenigmata (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca albrechtii (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca alcyonium (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca brachygyne (Benth.) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca brachythrix (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca bracteata (R.Br.) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca chrysocarpa (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca conocarpa (F.Muell. ex Benth.) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca consimilis (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca cunninghamii (Benth.) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca cupressina (Craven) Diane & Hilger,Boraginaceae,Australia,austraits,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca dichotoma (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca discordis (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca diversifolia (F.Muell. ex Benth.) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca epacridea (F.Muell. ex Benth.) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca euodes (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca filaginoides (Benth.) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca flintii (F.Muell. ex A.S.Mitch.) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca foliata (R.Br.) Feuillet,Boraginaceae,Australia,austraits,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca foveolata (Craven) M.W.Chase,Boraginaceae,Australia,austraits,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca galioides (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca geocharis (Domin) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca glabella (R.Br.) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca glandulifera (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca haesum (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca heterantha (F.Muell.) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca inexplicita (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca leptalea (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca mitchellii (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca moorei (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca nesopelyda (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca nexosa (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca ovalifolia (Forssk.) Diane & Hilger,Boraginaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca pachyphylla (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca paniculata (R.Br.) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca parviantrum (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca peckhamii (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca peninsularis (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca plumosa (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca protensa (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca ramulipatens (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca skeleton (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca sphaerica (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca synaimon (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca tachyglossoides (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca tanythrix (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca tenuifolia (R.Br.) Diane & Hilger,Boraginaceae,Australia,austraits,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca transformis (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
Euploca uniflora (Craven) M.W.Frohl. & M.W.Chase,Boraginaceae,Australia,austraits,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,(No common name found),
